Previsao
4.526648
4.526648
4.526648
4.5211477
4.5114903
4.513668
4.514024
4.394674
4.2703633
4.2685165
4.2205915
4.1765776
4.1709604
4.1739693
4.17356
4.1699247
4.169998
4.1657233
4.1405582
4.137183
4.159257
4.120733
4.113206
3.9262211
4.3032646
4.3036046
4.3290496
4.6671257
4.724503
4.7307487
4.7312226
4.7385206
4.743826
4.449187
4.4523315
4.057759
4.0266705
4.0300527
4.0296807
4.0239325
3.9219265
3.8839102
3.9137812
3.9216247
3.9212852
4.3194265
4.311732
4.3044477
4.3044477
4.328797
4.6685576
4.6903286
4.6994452
4.732693
4.7413597
4.743285
4.7766953
4.4587455
4.4501147
4.014268
4.028588
4.0286646
4.028831
3.8667955
4.035054
3.895703
3.867693
3.9177232
4.1605535
4.1126475
4.095764
4.0987453
3.794345
4.012108
4.013308
4.013236
4.0300264
4.0540385
4.0703964
4.0775323
4.2120056
3.7307754
3.7209005
3.68597
3.7708318
3.7680585
3.7666357
3.6618347
3.6840367
3.6223822
3.6065412
3.5439687
3.5330908
3.5036042
3.4999006
3.4982798
3.793504
4.0162463
4.322297
4.3467484
4.7280207
4.7307596
4.733288
4.7189784
4.7235417
4.622197
4.4272766
4.430495
4.4095106
3.959306
3.8803072
3.8740873
3.868825
4.02928
4.0803914
4.185051
5.2532606
5.284908
5.2848706
5.298729
5.2689834
5.2734222
4.4073
4.4105673
4.46388
4.8231325
4.8030033
4.796572
4.796572
4.5790453
4.190722
4.1858196
4.026679
3.9254692
3.9258428
3.8772187
3.8754125
4.0440335
4.1446424
4.123708
4.145592
4.1413693
4.3241096
4.3241096
4.3127265
4.3051996
4.331837
4.6961493
4.7262716
4.734123
4.7446537
4.745086
4.7230296
4.441649
4.430847
4.06194
4.0283375
4.026524
4.026995
4.024489
4.0237527
4.0196285
4.0022964
4.0035605
4.0218115
4.1044574
4.3189974
4.3160706
