iter	RMSE
316	0.9109661897
317	0.9103836517
318	0.9090586996
319	0.9077693315
320	0.9073579778
321	0.9066232002
322	0.9057706456
323	0.9044312251
324	0.9040860676
325	0.903220819
326	0.9024951514
327	0.9021919381
328	0.9009794053
329	0.8999363182
330	0.8988351711
331	0.8981127641
332	0.8969047805
333	0.8961600108
334	0.8949659731
335	0.8937081504
336	0.8931141697
337	0.8922505676
338	0.891762833
339	0.8908961304
340	0.8904793661
341	0.889381737
342	0.8883994395
343	0.8875687526
344	0.886968621
345	0.886038604
346	0.8855659506
347	0.8846623999
348	0.883979532
349	0.8836845729
350	0.8826499683
351	0.8816824417
352	0.8808612727
353	0.8800894202
354	0.879629272
355	0.878870615
356	0.8781937305
357	0.8773306742
358	0.8768027974
359	0.8761437567
360	0.8754933337
361	0.8732792389
362	0.8725885128
363	0.8719023389
364	0.8710043126
365	0.8702946389
366	0.8694459938
367	0.8691221439
368	0.868830198
369	0.8680593901
370	0.867140362
371	0.8663760156
372	0.8656163452
373	0.8648810317
374	0.8640677276
375	0.8629379152
376	0.862280706
377	0.8613335575
378	0.8603771166
379	0.8594011005
380	0.8592452163
381	0.8584285839
382	0.8578054601
383	0.857317367
384	0.8565020915
385	0.8554187429
386	0.8547990031
387	0.8543237433
388	0.8535274939
389	0.8525210874
390	0.8515625466
391	0.8509909527
392	0.8500839345
393	0.8495911727
394	0.848602489
395	0.8483930963
396	0.8471404252
397	0.8461602584
398	0.8448316522
399	0.8444183771
400	0.8437965588
401	0.8429888772
402	0.8424561805
403	0.8416481946
404	0.8411559372
405	0.8399022004
406	0.8390927984
407	0.8383185318
408	0.8374344368
409	0.8369656291
410	0.8364367194
411	0.8358149024
412	0.8355895006
413	0.8348861229
414	0.8336999378
415	0.8328630257
416	0.8320300905
417	0.8309389652
418	0.8301275525
419	0.8289734794
420	0.8283227127
421	0.827643842
422	0.8263524921
423	0.8257236976
424	0.8251128582
425	0.8240589241
426	0.8233579105
427	0.8226942007
428	0.8222549169
429	0.8215951355
430	0.8209707195
431	0.8203891369
432	0.8192021805
433	0.8181234029
434	0.8171532753
435	0.8168718743
436	0.8159105495
437	0.8147287011
438	0.8139565958
439	0.8135721086
440	0.8125713622
441	0.8117725252
442	0.8113997599
443	0.8107170061
444	0.8103124122
445	0.8097417127
446	0.8092712879
447	0.8084880022
448	0.8077964211
449	0.8073248304
450	0.80683029
451	0.8063545127
452	0.8057432505
453	0.8045274604
454	0.8036188488
455	0.8029545885
456	0.8023521575
457	0.8021594003
458	0.8012376931
459	0.8003423321
460	0.7994524864
461	0.7984795284
462	0.7980005446
463	0.7973143416
464	0.7967822486
465	0.7961164021
466	0.7952322381
467	0.7942471652
468	0.7937328352
469	0.7931055073
470	0.7924938641
471	0.7919817429
472	0.7915032144
473	0.7905864212
474	0.7897753245
475	0.789028608
476	0.7881268182
477	0.7878136117
478	0.7871746859
479	0.7864312202
480	0.7853401385
481	0.7847576987
482	0.7846559154
483	0.7839887623
484	0.7831294653
485	0.7821060385
486	0.7813555297
487	0.7805039958
488	0.7799744714
489	0.7790430158
490	0.7782631681
491	0.7775672799
492	0.7768472325
493	0.7761852899
494	0.7752535788
495	0.7745907783
496	0.7741219777
497	0.7735033461
498	0.7730229946
499	0.7723054989
500	0.7717208643
501	0.7711484383
502	0.7708195837
503	0.7694585558
504	0.7686835944
505	0.7679166546
506	0.7670176183
507	0.7666218845
508	0.7660778244
509	0.7654574557
510	0.7651400284
511	0.7643522785
512	0.7643024494
513	0.7636532258
514	0.762981242
515	0.7619759506
516	0.7612212518
517	0.760471936
518	0.759874834
519	0.7594146222
520	0.7589423735
521	0.7582112296
522	0.757087233
523	0.7566341702
524	0.7561262629
525	0.7557323116
526	0.7549432166
527	0.7544832449
528	0.7537262694
529	0.7528954733
530	0.7523239612
531	0.7514537896
532	0.7508985049
533	0.7503152208
534	0.7495326996
535	0.7487612131
536	0.7483322387
537	0.7477438969
538	0.7468326286
539	0.7460735452
540	0.7453565002
541	0.7446476371
542	0.7444358022
543	0.743276715
544	0.7429027957
545	0.7424516382
546	0.741789007
547	0.7409400852
548	0.7402966123
549	0.7397036439
550	0.7389701881
551	0.7385448186
552	0.7378233398
553	0.7372318338
554	0.7366435998
555	0.7361623087
556	0.7356450485
557	0.7351246576
558	0.7342337263
559	0.7336267509
560	0.7332327597
561	0.7325533449
562	0.7319085018
563	0.7312631555
564	0.7306734104
565	0.7300755316
566	0.7294502799
567	0.7288614444
568	0.7284326852
569	0.7276613898
570	0.7271783557
571	0.726706961
572	0.726406398
573	0.7259841231
574	0.7254257521
575	0.7249022145
576	0.7246552182
577	0.724167406
578	0.7237289069
579	0.722925617
580	0.7225140937
581	0.7219807501
582	0.7215212732
583	0.7210987441
584	0.7205416075
585	0.7197979508
586	0.7193591202
587	0.7186319454
588	0.7179741524
589	0.7174580819
590	0.7166592856
591	0.7161634857
592	0.7153544614
593	0.7151030022
594	0.714360945
595	0.7139708817
596	0.7130357521
597	0.7125024568
598	0.712066567
599	0.7118041855
600	0.7111767946
601	0.7106195557
602	0.7101448227
603	0.7099456112
604	0.7093183758
605	0.7089030208
606	0.7083794848
607	0.7079394116
608	0.7074747169
609	0.7067249543
610	0.7064643796
611	0.7058908942
612	0.7053962743
613	0.7049256266
614	0.7045412919
615	0.7038381497
616	0.7028387521
617	0.7022360854
618	0.7017491147
619	0.7013715526
620	0.7007778721
621	0.7003119916
622	0.6997632474
623	0.6993564058
624	0.6989407556
625	0.6984131529
626	0.6978847754
627	0.697320906
628	0.6970101736
629	0.6964179705
630	0.6957931338
631	0.695655633
632	0.695197545
633	0.6947789812
634	0.6941189188
635	0.6937457162
636	0.6929548145
637	0.6924384341
638	0.6921358005
639	0.6911118742
640	0.6907769935
641	0.6902016497
642	0.6894773427
643	0.6890479774
644	0.6881480857
645	0.6875442101
646	0.6870130651
647	0.6864283912
648	0.6861709175
649	0.6858472717
650	0.6853986678
651	0.6846650247
652	0.6842093134
653	0.6838724069
654	0.6833618919
655	0.683028361
656	0.682633127
657	0.6822324875
658	0.68172605
659	0.6811887044
660	0.6807355006
661	0.680576321
662	0.6800299165
663	0.6794610086
664	0.6787181248
665	0.6782276853
666	0.677627756
667	0.6769201509
668	0.6765000926
669	0.6756478681
670	0.6756235416
671	0.6751287932
672	0.6744153991
673	0.6738262766
674	0.673402854
675	0.6730388646
676	0.6725541585
677	0.6721836448
678	0.6716626535
679	0.6712368564
680	0.6707700774
681	0.6702544127
682	0.6697030029
683	0.6692241344
684	0.6685434296
685	0.6682826388
686	0.667823256
687	0.6670010963
688	0.6665452055
689	0.6662075274
690	0.6657384761
691	0.6655501355
692	0.6649474285
693	0.6643719667
694	0.6641935278
695	0.663579528
696	0.6628933047
697	0.6623499385
698	0.6618229725
699	0.6612935411
700	0.6608949309
701	0.6606222361
702	0.6599542832
703	0.6593618096
704	0.6589212851
705	0.658396339
706	0.6579303384
707	0.6576226556
708	0.6569059382
709	0.6566102777
710	0.6562924407
711	0.6553885473
712	0.6550731686
713	0.6546518415
714	0.6543145381
715	0.6541318095
716	0.6537618539
717	0.6533222204
718	0.6530187749
719	0.6521176346
720	0.6517102658
721	0.6510297871
722	0.6503140804
723	0.6497670921
724	0.6491484844
725	0.6487123787
726	0.6483167364
727	0.6479385108
728	0.6474743834
729	0.6471745179
730	0.6469349977
731	0.6463029281
732	0.6459521372
733	0.645573347
734	0.6451390102
735	0.6446124563
736	0.6441931728
737	0.6437743297
738	0.6434209928
739	0.6428832319
740	0.6427381605
741	0.6423595082
742	0.6415967649
743	0.6411912896
744	0.6405575434
745	0.6398693567
746	0.6392194618
747	0.6389155402
748	0.6385129555
749	0.6380457057
750	0.6375362855
751	0.6370757879
752	0.6368250076
753	0.6361340052
754	0.6358819016
755	0.6351236911
756	0.6345374361
757	0.6342466603
758	0.6336975685
759	0.6332556575
760	0.6329155433
761	0.6326246198
762	0.6320829605
763	0.6316542399
764	0.6311897867
765	0.6307726623
766	0.6303996665
767	0.629765647
768	0.6292588473
769	0.6286840398
770	0.6283920918
771	0.6279681318
772	0.6276324202
773	0.6271800303
774	0.6268209241
775	0.6266265666
776	0.6260715077
777	0.6255882454
778	0.6249644824
779	0.6245230866
780	0.6243751107
781	0.624156216
782	0.6239819991
783	0.6234793981
784	0.6231725528
785	0.6227824303
786	0.622554707
787	0.6220726613
788	0.6217862042
789	0.6211787523
790	0.6207092613
791	0.6204333557
792	0.6200679859
793	0.6198307084
794	0.6193110288
795	0.6186703982
796	0.6185197752
797	0.6182878478
798	0.6178697181
799	0.6172518253
800	0.616813448
801	0.616597194
802	0.6162331553
803	0.6156945747
804	0.6153946451
805	0.614975124
806	0.6145887883
807	0.6142404043
808	0.6136489899
809	0.613411005
810	0.6127620644
811	0.6123410048
812	0.6121821056
813	0.6116069374
814	0.6113715558
815	0.6109410274
816	0.6102539037
817	0.6099797894
818	0.6093436972
819	0.6088678663
820	0.6083764726
821	0.6080433915
822	0.607733177
823	0.6072936605
824	0.6068266063
825	0.6063744754
826	0.6060090989
827	0.60556812
828	0.6050372244
829	0.6046079533
830	0.6043015467
831	0.6038760333
832	0.6034158051
833	0.602910611
834	0.6024046582
835	0.6019915222
836	0.6015319011
837	0.6015092292
838	0.6012946998
839	0.6009243493
840	0.6003312542
841	0.600012009
842	0.5994558507
843	0.5990641465
844	0.5984602171
845	0.5981378424
846	0.5979612316
847	0.5973608158
848	0.596959728
849	0.596667761
850	0.5964294297
851	0.596163904
852	0.5959085648
853	0.5955382836
854	0.5951757078
855	0.5948973998
856	0.594392086
857	0.5940593496
858	0.5934977934
859	0.592972852
860	0.5926282241
861	0.5921088295
862	0.5917385388
863	0.5911752954
864	0.5908414679
865	0.5904966075
866	0.5902136236
867	0.5896760274
868	0.5894595075
869	0.5887439864
870	0.5883061702
871	0.588052445
872	0.5875722938
873	0.5873104647
874	0.5867207684
875	0.5862336631
876	0.5859134469
877	0.5856640494
878	0.5854794011
879	0.5851990141
880	0.5848830038
881	0.5845890933
882	0.5843563607
883	0.5839556054
884	0.5836557982
885	0.5833451039
886	0.5828530843
887	0.5824076241
888	0.5821106499
889	0.5817505159
890	0.5815854899
891	0.5811855064
892	0.5810336347
893	0.5808515023
894	0.5806650915
895	0.5805567745
896	0.5802156544
897	0.5799961736
898	0.5797459101
899	0.5795614635
900	0.5790615363
901	0.5787733108
902	0.5784511977
903	0.5780939669
904	0.5778981809
905	0.5775157628
906	0.5774990719
907	0.5772809121
908	0.5770316314
909	0.5766231513
910	0.576277821
911	0.5757876018
912	0.5755696993
913	0.5753219242
914	0.5751995244
915	0.5749100052
916	0.5746398272
917	0.5743807707
918	0.5739038128
919	0.5734918185
920	0.5730998387
921	0.5729901084
922	0.5727923044
923	0.5726138494
924	0.5721931428
925	0.5717834751
926	0.5713999941
927	0.5709879498
928	0.570556099
929	0.5701137502
930	0.5699494875
931	0.5696007971
932	0.5692184014
933	0.5690611263
934	0.568691541
935	0.5682011251
936	0.5681839642
937	0.5680203297
938	0.5676992158
939	0.5674704594
940	0.5669973427
941	0.5669797304
942	0.5666992661
943	0.5663613827
944	0.5660421725
945	0.5657837375
946	0.5652773084
947	0.5646469849
948	0.5642348181
949	0.5638376392
950	0.5636018896
951	0.5631135963
952	0.5624525025
953	0.5620998584
954	0.561822781
955	0.5613214576
956	0.5608675423
957	0.5604737033
958	0.5599361077
959	0.5596205001
960	0.55917476
961	0.5589072093
962	0.558383562
963	0.5579271739
964	0.5576062449
965	0.5574015762
966	0.5570752149
967	0.556524131
968	0.556248276
969	0.5558221531
970	0.5555209997
971	0.5551427508
972	0.5548892493
973	0.5546529408
974	0.5544145529
975	0.5540491402
976	0.5537314376
977	0.5534956495
978	0.5533042874
979	0.5530372875
980	0.5528560734
981	0.5523375884
982	0.5520386404
983	0.5517429114
984	0.5513823176
985	0.5513087048
986	0.5509165535
987	0.5502319121
988	0.5500622467
989	0.5499134218
990	0.5495832649
991	0.5495161319
992	0.5491631971
993	0.5488369755
994	0.5485964848
995	0.548297344
996	0.5480768471
997	0.547975191
998	0.5476519746
999	0.547296552
